,id,current_version,folder_id,title,content_length,create_by,create_on
3229,8933712,0,3150654.0,23-05-08_JSC-44_CMIP-presentation_v2.pptx,50015273,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-04-29T14:51:05
3706,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,42382,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3705,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,42246,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3704,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,41215,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3703,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,41232,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3702,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,41226,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3701,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,40790,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3700,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,40644,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3699,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,40504,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3698,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,39873,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3697,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,39032,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3696,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,39012,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3695,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,39100,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3694,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,38493,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3693,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,34258,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3692,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,34001,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3691,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,33906,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3690,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,33577,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3707,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,42401,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3708,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,43719,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3709,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,44053,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3710,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,44666,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3728,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1254853,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3727,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1254793,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3726,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1254665,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3725,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,71148,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3724,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,68962,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3723,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,68977,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3722,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,68871,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3721,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,68743,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3689,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,33314,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3720,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,67130,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3718,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,81805,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3717,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,70443,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3716,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,70335,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3715,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,69456,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3714,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,69200,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3713,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,68809,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3712,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,68786,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3711,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,51677,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3719,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,66962,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3729,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1257866,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3688,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,32883,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3686,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,32384,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3661,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,336963,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3660,9070501,0,3091414.0,23-04-18_DC-TT_meetingnote.docx,347400,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
6818,9367789,0,3179592.0,23-11-07_Co-chairs-IPO.docx,171902,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T10:29:43
3658,9069865,0,3085672.0,Variables drop in June 8 briefing.docx,337751,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-06T06:24:30
3657,9069865,0,3085672.0,Variables drop in June 8 briefing.docx,337469,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-06T06:24:30
3656,9069865,0,3085672.0,Variables drop in June 8 briefing.docx,337393,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-06T06:24:30
3655,9069865,0,3085672.0,Variables drop in June 8 briefing.docx,337818,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-06T06:24:30
3654,9069865,0,3085672.0,Variables drop in June 8 briefing.docx,339347,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-06T06:24:30
3653,9069865,0,3085672.0,Variables drop in June 8 briefing.docx,339625,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-06T06:24:30
7747,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,173236,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
7748,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,170270,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
7749,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,170303,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
7750,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,434393,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
7751,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,435584,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
7752,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,435672,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
7753,9499827,0,3135223.0,24-01-16_Fast-Track-v2-planning_MEETING.docx,435798,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T15:03:08
6817,9367789,0,3179592.0,23-11-07_Co-chairs-IPO.docx,171437,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T10:29:43
3662,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,337048,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3663,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,337133,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3664,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,337119,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3665,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,337538,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3685,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,32249,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3684,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,31189,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3683,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,27446,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3682,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,25328,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3681,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,25007,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3680,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,24418,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3679,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,23280,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3678,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,21302,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3687,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,32595,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3677,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,6942,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
6820,9367789,0,3179592.0,23-11-07_Co-chairs-IPO.docx,175419,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T10:29:43
6819,9367789,0,3179592.0,23-11-07_Co-chairs-IPO.docx,171951,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T10:29:43
3671,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,351583,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3670,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,351323,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3669,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,341200,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3668,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,341118,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3667,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,337472,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3666,9070501,0,3091414.0,23-06-15_DC-TT_meetingnote.docx,337455,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-06-06T07:58:10
3675,9076733,0,2875717.0,New Document.docx,6942,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:14:30
3644,9068879,0,3086978.0,2023-06-20 Variable Lists.pptx,734638,036c3002-4810-4da6-966f-a0f6c32efc95,2023-06-05T11:52:47
3730,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1259156,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3732,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1259603,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
7714,9490282,0,2890067.0,White-paper-topics.docx,40914,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
3800,9089909,0,3094630.0,Annual Report request for contributions.docx,39073,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3799,9089909,0,3094630.0,Annual Report request for contributions.docx,39056,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3798,9089909,0,3094630.0,Annual Report request for contributions.docx,38642,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3797,9089909,0,3094630.0,Annual Report request for contributions.docx,37846,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3796,9089909,0,3094630.0,Annual Report request for contributions.docx,34308,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3795,9089909,0,3094630.0,Annual Report request for contributions.docx,33633,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3794,9089909,0,3094630.0,Annual Report request for contributions.docx,32255,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3793,9089909,0,3094630.0,Annual Report request for contributions.docx,32198,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3792,9089909,0,3094630.0,Annual Report request for contributions.docx,30943,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
3791,9089909,0,3094630.0,Annual Report request for contributions.docx,545411,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:56:29
7715,9490282,0,2890067.0,White-paper-topics.docx,40982,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
7716,9490282,0,2890067.0,White-paper-topics.docx,41125,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
3788,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,346430,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3787,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,347582,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3786,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,347492,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3785,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,345852,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3802,9089996,0,3179592.0,23-06-13_Co-chairs-IPO.docx,335522,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-12T08:30:27
3803,9089996,0,3179592.0,23-06-13_Co-chairs-IPO.docx,334442,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-12T08:30:27
3804,9089996,0,3179592.0,23-06-13_Co-chairs-IPO.docx,334453,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-12T08:30:27
3805,9089996,0,3179592.0,23-06-13_Co-chairs-IPO.docx,334477,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-12T08:30:27
3823,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,1504696,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3822,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,1496347,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3821,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,393202,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3820,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,392495,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3819,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,392126,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3818,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,391949,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3817,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,387244,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3816,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,387172,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3784,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,345823,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3815,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,387140,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3813,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,386897,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3812,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,339772,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3811,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,337454,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3810,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,337166,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3809,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,337159,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
7713,9490282,0,2890067.0,White-paper-topics.docx,38471,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
3807,9089996,0,3179592.0,23-06-13_Co-chairs-IPO.docx,335249,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-12T08:30:27
3806,9089996,0,3179592.0,23-06-13_Co-chairs-IPO.docx,334474,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-12T08:30:27
3814,9091755,0,3056416.0,2023-06-20 WIP Meeting Agenda.docx,387117,9ae233e0-ef50-4405-9295-88eb41997ab3,2023-06-12T15:38:56
3731,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1259329,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
3783,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,340080,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3781,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,339959,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
6831,9368715,0,3135223.0,23-11-09_v1-Fast-Track-refinement-survey_MEETING.docx,161393,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T17:40:55
3756,9082989,0,3091414.0,Citation_and_CV.pptx,6852495,e2f3e3ab-8667-428a-b8fc-724f0ed4c227,2023-06-09T06:53:20
7728,9491347,0,3003295.0,Audit Trail Report (16_07_2023-12_01_2024).csv,2722181,bcb7ccb1-5903-424d-9c56-e45a23818c67,2024-01-12T14:24:58
7731,9497153,0,2895646.0,2024-01 SED - DR agenda setting.docx,343078,9ae233e0-ef50-4405-9295-88eb41997ab3,2024-01-15T07:58:24
3750,9082339,0,3003307.0,23-06_Letter-of-support-CMIP7-preservation_DDC_MS.docx,346431,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-08T16:06:39
3749,9082339,0,3003307.0,23-06_Letter-of-support-CMIP7-preservation_DDC_MS.docx,346378,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-08T16:06:39
3748,9082339,0,3003307.0,23-06_Letter-of-support-CMIP7-preservation_DDC_MS.docx,355762,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-08T16:06:39
7733,9498531,0,3120825.0,CMIP_Meeting_note_template.docx,209576,9ae233e0-ef50-4405-9295-88eb41997ab3,2024-01-15T08:54:16
3746,9082244,0,2908701.0,23-06-08_CMIP7-planning-status_SLIDES.pptx,25174907,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-06-08T15:46:33
7734,9498531,0,3120825.0,24-01-24 DR Co-leads meeting.docx,78908,9ae233e0-ef50-4405-9295-88eb41997ab3,2024-01-15T08:54:16
7735,9498531,0,3120825.0,24-01-24 DR Co-leads meeting.docx,80303,9ae233e0-ef50-4405-9295-88eb41997ab3,2024-01-15T08:54:16
7738,9499295,0,3163422.0,24-01-12_SED-Spin-up_NOTES.docx,168070,2e757bcd-427a-4abb-8cbc-d829904cc400,2024-01-15T10:49:43
3740,9077404,0,3074863.0,23-06-08_meeting_intro.pptx,3221726,1d2a21c6-8df7-43b0-b1a2-d0b6b75ad5bf,2023-06-07T12:16:06
3739,9077404,0,3074863.0,23-06-08_meeting_intro.pptx,3221707,1d2a21c6-8df7-43b0-b1a2-d0b6b75ad5bf,2023-06-07T12:16:06
3738,9077404,0,3074863.0,23-06-08_meeting_intro.pptx,3229232,1d2a21c6-8df7-43b0-b1a2-d0b6b75ad5bf,2023-06-07T12:16:06
3737,9077404,0,3074863.0,23-06-08_meeting_intro.pptx,11031707,1d2a21c6-8df7-43b0-b1a2-d0b6b75ad5bf,2023-06-07T12:16:06
3733,9077156,0,3164797.0,Restrospective Paper Manuscript.docx,1260016,10693b51-41cb-4854-9598-f7355f9b6790,2023-06-07T11:23:50
6832,9368715,0,3135223.0,23-11-09_v1-Fast-Track-refinement-survey_MEETING.docx,168218,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T17:40:55
3759,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,369053,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3760,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,342853,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3761,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,342898,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3780,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,339271,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3779,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,338408,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
3778,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,335881,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
7717,9490282,0,2890067.0,White-paper-topics.docx,41217,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
7718,9490282,0,2890067.0,White-paper-topics.docx,41118,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
7719,9490282,0,2890067.0,White-paper-topics.docx,41112,c6181e56-0765-4542-89e5-3a3b3c6e36ba,2024-01-11T16:34:52
6838,9370242,0,2890075.0,Minimum Viable Documentation technical proposal (v2).docx,54201,e13600c8-e599-4421-a737-7c8fbbc06295,2023-11-07T11:56:18
6837,9370242,0,2890075.0,Minimum Viable Documentation technical proposal (v2).docx,6942,e13600c8-e599-4421-a737-7c8fbbc06295,2023-11-07T11:56:18
3782,9089824,0,3086978.0,2023-06-20 DR TT Meeting #5.docx,339959,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-12T07:18:10
6835,9368715,0,3135223.0,23-11-09_v1-Fast-Track-refinement-survey_MEETING.docx,173298,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T17:40:55
6833,9368715,0,3135223.0,23-11-09_v1-Fast-Track-refinement-survey_MEETING.docx,168230,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T17:40:55
3768,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,346698,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3767,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,347056,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3766,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,345795,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3765,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,345222,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3764,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,344832,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3763,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,342985,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
3762,9083757,0,3168548.0,Data-Citation_TT_Options-definition.docx,342899,e2e74e08-ceff-45c3-a488-ddd82aff51c3,2023-06-09T11:49:20
6834,9368715,0,3135223.0,23-11-09_v1-Fast-Track-refinement-survey_MEETING.docx,173099,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-11-06T17:40:55
3643,9068879,0,3086978.0,2023-06-20 Variable Lists.pptx,734618,036c3002-4810-4da6-966f-a0f6c32efc95,2023-06-05T11:52:47
3642,9068879,0,3086978.0,draft slides Martin.pptx,39699,036c3002-4810-4da6-966f-a0f6c32efc95,2023-06-05T11:52:47
3641,9068879,0,3086978.0,draft slides Martin.pptx,39200,036c3002-4810-4da6-966f-a0f6c32efc95,2023-06-05T11:52:47
7790,9503998,0,3115627.0,2024-01-18_meeting2.docx,91425,14d561eb-27ed-4b25-a5ed-5612acf4ea07,2024-01-18T19:23:45
3527,9059978,0,3085525.0,ESM2025-GA2-May23_Notes.docx,1769673,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-30T11:53:04
3526,9059978,0,3085525.0,ESM2025-GA2-May23_Notes.docx,1769612,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-30T11:53:04
3525,9059978,0,3085525.0,ESM2025-GA2-May23_Notes.docx,865898,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-30T11:53:04
3524,9059978,0,3085525.0,ESM2025-GA2-May23_Notes.docx,335522,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-30T11:53:04
7791,9503998,0,3115627.0,2024-01-18_meeting2.docx,91423,14d561eb-27ed-4b25-a5ed-5612acf4ea07,2024-01-18T19:23:45
3522,9056202,0,2741234.0,23-06-07_CMIP-Forcings-drop-in_SLIDES_v1.pptx,80047039,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-26T15:28:22
3521,9056202,0,2741234.0,23-06-07_CMIP-Forcings-drop-in_SLIDES.pptx,80045360,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-26T15:28:22
3520,9056202,0,2741234.0,23-06-07_CMIP-Forcings-drop-in_SLIDES.pptx,80007554,2e757bcd-427a-4abb-8cbc-d829904cc400,2023-05-26T15:28:22
