,id,current_version,folder_id,title,content_length,create_by,create_on
4859,9238608,0,3115624.0,Standard_presentation_template.pptx,30131660,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-08-31T07:38:08
6933,9372955,0,3143019.0,2023-11-08 CV Drop in Notes.docx,6942,bcb7ccb1-5903-424d-9c56-e45a23818c67,2023-11-08T18:46:17
7423,9454631,0,2904962.0,CMIP Documentation – A Fresh Eyes Perspective.docx,18016,661a8dcf-805d-4986-9fc4-b1df46a086a0,2023-12-14T09:15:34
7424,9454631,0,2904962.0,CMIP Documentation – A Fresh Eyes Perspective.docx,29291,661a8dcf-805d-4986-9fc4-b1df46a086a0,2023-12-14T09:15:34
7426,9455965,0,3181336.0,FEOCMIP Data Analysis Team GitHub Accounts.docx,12777,0809136e-d739-4b28-802d-70c8c8b0d38f,2023-12-14T17:44:58
7427,9455965,0,3181336.0,FEOCMIP Data Analysis Team GitHub Accounts.docx,25950,0809136e-d739-4b28-802d-70c8c8b0d38f,2023-12-14T17:44:58
4852,9238599,0,3115615.0,Meeting_note_template.docx,209518,e00ba5e0-bc62-4f05-8180-1bf24158c66f,2023-08-31T07:37:44
7428,9455965,0,3181336.0,FEOCMIP Data Analysis Team GitHub Accounts.docx,26149,0809136e-d739-4b28-802d-70c8c8b0d38f,2023-12-14T17:44:58
7429,9455965,0,3181336.0,FEOCMIP Data Analysis Team GitHub Accounts.docx,26169,0809136e-d739-4b28-802d-70c8c8b0d38f,2023-12-14T17:44:58
7430,9455965,0,3181336.0,FEOCMIP Data Analysis Team GitHub Accounts.docx,26201,0809136e-d739-4b28-802d-70c8c8b0d38f,2023-12-14T17:44:58
7431,9455965,0,3181336.0,FEOCMIP Data Analysis Team GitHub Accounts.docx,26283,0809136e-d739-4b28-802d-70c8c8b0d38f,2023-12-14T17:44:58
